Split,Model Group,Model,stock_id,n_rows,RMSE,RMSPE,QLIKE
Unseen anonymous,Weighted Long,WXGB Long,40,38300,0.0007374701160519831,13.146565307029912,0.26586470270284873
Unseen anonymous,Weighted Long,WXGB Long,48,38300,0.00038252051541829075,3.8627312450815015,0.1511556699859747
Unseen anonymous,Weighted Long,WXGB Long,60,38300,0.0005416283592899743,11.704059535883548,0.33545594499702813
Unseen anonymous,Weighted Long,WXGB Long,74,38300,0.0003981462121389785,3.286194442839169,0.22162469773861943
Unseen anonymous,Weighted Long,WXGB Long,81,38300,0.0005175120007941711,3.595060852223403,0.1464866398718148
Unseen anonymous,Weighted Long,WXGB Long,84,38300,0.00029036621410450015,0.581172190819857,0.05218990144954452
Unseen anonymous,Weighted Long,WXGB Long,87,38300,0.0004928995666051854,3.96691119691507,0.12579222758102865
Unseen anonymous,Weighted Long,WXGB Long,89,38300,0.00042498967741967495,4.485545604210269,0.2353863338765597
Unseen anonymous,Weighted Long,WXGB Long,93,38300,0.00022797931476588342,1.0759830748823909,0.07741856097256855
Unseen anonymous,Weighted Long,WXGB Long,95,38300,0.00026230060905892773,1.2158920531200403,0.07132691807010579
Unseen anonymous,Weighted Long,WXGB Long,105,38300,0.0002800181836828464,2.954347834407591,0.17084255440052154
Unseen anonymous,Weighted Long,WXGB Long,111,38300,0.00019734171491556218,1.1030887268998906,0.08754633319022405
